#DA_ID	Random_Taxon	Shortest_Taxon	Longest_Taxon
da01037	pfam21_Q4LSB6_Q4LSB6_9BURK	up_Q4SYB4_Q4SYB4_TETNG	up_Q221T5_Q221T5_RHOFD
da01039	up_Q1MF33_Q1MF33_RHIL3	pfam21_Q3CRU2_Q3CRU2_ALTAT	pfam21_Q3E0R2_Q3E0R2_CHLAU
da01040	up_Q6NCT1_Q6NCT1_RHOPA	up_Q2SGH8_Q2SGH8_HAHCH	pfam21_Q7CT69_Q7CT69_AGRT5
da01043	up_Q982I5_Q982I5_RHILO	up_Q982I5_Q982I5_RHILO	pfam21_Q29M07_Q29M07_DROPS
da01045	up_Q97J66_Y1420_CLOAB	pfam21_Q1WXN6_Q1WXN6_9FIRM	up_Q97J66_Y1420_CLOAB
da01047	pfam21_Q2AIW5_Q2AIW5_9FIRM	up_Q97E73_Q97E73_CLOAB	pfam21_Q2AIW5_Q2AIW5_9FIRM
da01048	pfam21_Q1URZ7_Q1URZ7_9MYCO	pfam21_Q1URZ7_Q1URZ7_9MYCO	up_Q49934_Q49934_MYCLE
da01049	up_Q89FJ3_Q89FJ3_BRAJA	up_Q89FJ3_Q89FJ3_BRAJA	up_Q92YL0_Q92YL0_RHIME
da01050	up_Q1M8G0_Q1M8G0_RHIL3	up_Q5V6N9_Q5V6N9_HALMA	up_Q92XJ9_Q92XJ9_RHIME
da01051	up_Q8YIP5_Q8YIP5_BRUME	up_Q8YIP5_Q8YIP5_BRUME	up_Q1MIG4_Q1MIG4_RHIL3
da01052	up_Q89SW2_Q89SW2_BRAJA	up_Q92WJ5_Q92WJ5_RHIME	up_Q89SW2_Q89SW2_BRAJA
da01054	up_Q8ZRN8_Q8ZRN8_SALTY	up_Q8ZRN8_Q8ZRN8_SALTY	up_Q8ZRN8_Q8ZRN8_SALTY
da01057	pfam21_Q8ZC03_Q8ZC03_YERPE	pfam21_Q8ZC03_Q8ZC03_YERPE	pfam21_Q8ZC03_Q8ZC03_YERPE
da01058	up_Q2NSA1_Q2NSA1_SODGM	up_Q2NUH1_Q2NUH1_SODGM	up_Q8XCB4_Q8XCB4_ECO57
da01059	up_Q8Z028_Q8Z028_ANASP	up_Q8Z028_Q8Z028_ANASP	pfam21_Q3HGN6_Q3HGN6_TRIER
da01060	up_Q2SLI8_Q2SLI8_HAHCH	up_Q3M9D2_Q3M9D2_ANAVT	up_Q2SLI8_Q2SLI8_HAHCH
da01061	up_Q5WE61_Q5WE61_BACSK	up_Q8YXS1_Q8YXS1_ANASP	up_Q9KE90_Q9KE90_BACHD
da01062	up_Q3M5S2_Q3M5S2_ANAVT	up_Q3M5S2_Q3M5S2_ANAVT	up_Q8YWJ8_Q8YWJ8_ANASP
da01063	up_Q8YWG6_Q8YWG6_ANASP	up_Q4K7P3_Q4K7P3_PSEF5	up_Q2UEK2_Q2UEK2_ASPOR
da01065	up_Q2SIL6_Q2SIL6_HAHCH	up_Q2SIL6_Q2SIL6_HAHCH	up_Q2SKF9_Q2SKF9_HAHCH
da01066	up_Q3MG26_Q3MG26_ANAVT	up_Q3MG26_Q3MG26_ANAVT	up_Q8YU54_Q8YU54_ANASP
da01068	up_Q31LY4_Q31LY4_SYNE7	up_Q8YTN8_Q8YTN8_ANASP	up_Q473X5_Q473X5_RALEJ
da01069	up_Q1PKA2_Q1PKA2_PROMA	up_Q3AMJ0_PANCY_SYNSC	up_Q2JJ30_PANCY_SYNJB
da01070	up_Q8YSC7_Q8YSC7_ANASP	up_Q8YSC7_Q8YSC7_ANASP	up_Q55938_Q55938_SYNY3
da01071	pfam21_Q3HHU5_Q3HHU5_TRIER	pfam21_Q3N5H2_Q3N5H2_9DELT	pfam21_Q3HGF0_Q3HGF0_TRIER
da01072	up_Q3B0D6_Q3B0D6_SYNS9	up_Q7U948_Q7U948_SYNPX	pfam21_Q3VMC9_Q3VMC9_9CHLB
da01073	up_Q8ELX9_Q8ELX9_OCEIH	up_Q88VQ6_Q88VQ6_LACPL	up_Q5KV47_Q5KV47_GEOKA
da01076	up_P74873_SPTP_SALTY	up_P74873_SPTP_SALTY	up_P74873_SPTP_SALTY
da01077	pfam21_Q3E4Z0_Q3E4Z0_CHLAU	pfam21_Q3E4Z0_Q3E4Z0_CHLAU	up_P94184_P94184_9NOST
da01078	pfam21_Q3PG13_Q3PG13_PARDE	up_Q28LN7_Q28LN7_JANSC	up_Q21KE4_Q21KE4_SACD2
da01079	up_Q7A974_Q7A974_ECO57	up_Q8X760_Q8X760_ECO57	up_Q8X760_Q8X760_ECO57
da01080	pfam21_Q4BEV9_Q4BEV9_BURVI	up_Q2T0J0_Q2T0J0_BURTA	up_Q62HJ8_Q62HJ8_BURMA
da01081	up_Q748K5_Q748K5_GEOSL	pfam21_Q7CW86_Q7CW86_AGRT5	pfam21_Q4B4Z5_Q4B4Z5_9BURK
da01082	pfam21_Q7CT39_Q7CT39_AGRT5	pfam21_Q7CT39_Q7CT39_AGRT5	pfam21_Q3PD71_Q3PD71_PARDE
da01083	up_Q9WYA5_Q9WYA5_THEMA	up_Q9WYA5_Q9WYA5_THEMA	up_Q64RD7_Q64RD7_BACFR
da01084	up_Q3JMA7_Q3JMA7_BURP1	up_Q2T5W7_Q2T5W7_BURTA	up_O69825_O69825_STRCO
da01086	pfam21_Q4CBR4_Q4CBR4_CLOTM	pfam21_Q4CBR4_Q4CBR4_CLOTM	up_O69900_O69900_STRCO
da01087	pfam21_Q3WF08_Q3WF08_9ACTO	up_Q47L56_Q47L56_THEFY	pfam21_Q412Z5_Q412Z5_KINRA
da01091	up_Q5K2P7_Q5K2P7_STRFR	up_Q5K2P7_Q5K2P7_STRFR	up_Q9S289_Q9S289_STRCO
da01093	pfam21_Q1TDE9_Q1TDE9_9MYCO	pfam21_Q1TDE9_Q1TDE9_9MYCO	up_Q9S2C8_NHAA2_STRCO
da01094	up_Q5Z3S1_Q5Z3S1_NOCFA	up_Q7NC38_Q7NC38_MYCGA	up_Q9RKM1_Q9RKM1_STRCO
da01095	up_Q3CYG4_Q3CYG4_STRAG	up_Q3CYG4_Q3CYG4_STRAG	up_Q50HM7_Q50HM7_STRSH
da01096	up_Q4JV33_Q4JV33_CORJK	up_Q9RKD1_Q9RKD1_STRCO	pfam21_Q1UM60_Q1UM60_9MYCO
da01097	pfam21_Q3GYP9_Q3GYP9_9ACTO	pfam21_Q3GYP9_Q3GYP9_9ACTO	up_Q5YQY1_Q5YQY1_NOCFA
da01098	up_Q82CK1_Q82CK1_STRAW	up_Q82CK1_Q82CK1_STRAW	up_Q9L1J3_Q9L1J3_STRCO
da01099	up_Q827X4_Q827X4_STRAW	pfam21_Q1XRJ7_Q1XRJ7_CYTJO	up_Q827X4_Q827X4_STRAW
da01100	pfam21_Q3WZN5_Q3WZN5_9ACTN	up_Q9KZP4_Q9KZP4_STRCO	up_Q5N3A8_Q5N3A8_SYNP6
da01101	up_Q82BH8_Q82BH8_STRAW	up_Q5QET1_Q5QET1_9ACTO	up_Q82BH8_Q82BH8_STRAW
da01102	pfam21_Q3W1W4_Q3W1W4_9ACTO	pfam21_Q3W1W4_Q3W1W4_9ACTO	up_Q9K4M0_Q9K4M0_STRCO
da01103	up_Q3LRY5_Q3LRY5_VIBAL	up_Q9K3X9_Q9K3X9_STRCO	up_Q3LRY5_Q3LRY5_VIBAL
da01104	up_Q82IR8_Q82IR8_STRAW	up_Q2J8Y0_Q2J8Y0_FRASC	up_Q9FCJ3_Q9FCJ3_STRCO
da01108	up_O51570_O51570_BORBU	up_Q660P7_Q660P7_BORGA	up_O51570_O51570_BORBU
da01110	up_Q3MA98_Q3MA98_ANAVT	up_Q3AXH7_Q3AXH7_SYNS9	up_Q4BYI0_Q4BYI0_CROWT
da01111	pfam21_Q2ZKT4_Q2ZKT4_CALSA	pfam21_Q2ZKT4_Q2ZKT4_CALSA	up_P74589_P74589_SYNY3
da01114	up_Q7D6E1_Q7D6E1_MYCTU	up_O50437_O50437_MYCTU	up_Q7D6E1_Q7D6E1_MYCTU
da01116	up_Q10884_Q10884_MYCTU	up_Q821A8_Q821A8_SHIFL	up_Q10884_Q10884_MYCTU
da01117	up_Q7D7J5_Q7D7J5_MYCTU	up_Q7D7J5_Q7D7J5_MYCTU	pfam21_Q3W2Q0_Q3W2Q0_9ACTO
da01118	pfam21_Q7D788_Q7D788_MYCTU	up_P71717_MBTB_MYCTU	up_P71717_MBTB_MYCTU
da01119	up_Q7X4R5_Q7X4R5_STRHY	up_Q848A5_Q848A5_STRHY	up_Q32YM8_Q32YM8_MYCUL
da01120	up_Q8YES4_Q8YES4_BRUME	up_Q8YES4_Q8YES4_BRUME	up_Q5I6C9_Q5I6C9_FLAJ1
da01121	pfam21_Q4BJJ7_Q4BJJ7_BURVI	up_Q31I01_Q31I01_THICR	pfam21_Q411K9_Q411K9_KINRA
da01124	up_Q602K2_Q602K2_METCA	up_Q3IF71_Q3IF71_PSEHT	pfam21_Q4BL44_Q4BL44_BURVI
da01125	pfam21_Q1X553_Q1X553_9FIRM	pfam21_Q4H665_Q4H665_9DEIO	up_Q8XS63_Q8XS63_RALSO
da01127	up_Q7U0Z6_Q7U0Z6_MYCBO	up_O86346_O86346_MYCTU	up_Q742F4_Q742F4_MYCPA
da01128	up_Q7WYX5_Q7WYX5_TREDE	up_Q73N95_Q73N95_TREDE	up_Q7WYX5_Q7WYX5_TREDE
da01132	up_Q8PQZ8_Q8PQZ8_XANAC	up_Q8PQZ8_Q8PQZ8_XANAC	up_Q3BZC7_Q3BZC7_XANC5
da01133	up_Q3BYD6_Q3BYD6_XANC5	up_Q3BYD6_Q3BYD6_XANC5	up_Q8PQ62_Q8PQ62_XANAC
da01134	up_Q72EB0_Q72EB0_DESVH	up_Q72EB0_Q72EB0_DESVH	up_Q72AV6_Q72AV6_DESVH
da01135	up_Q8PII6_Q8PII6_XANAC	up_Q5X4A6_Q5X4A6_LEGPA	up_Q2S5T4_Q2S5T4_SALRD
da01136	up_Q8P3B9_Q8P3B9_XANCP	up_Q4UNU1_Q4UNU1_XANC8	up_Q8PEP9_Q8PEP9_XANAC
da01137	up_Q4UZ17_Q4UZ17_XANC8	up_Q8P622_Q8P622_XANCP	up_Q5GVI4_Q5GVI4_XANOR
da01138	up_Q2FGU8_Q2FGU8_STAA3	up_Q8NWL7_Q8NWL7_STAAW	up_Q8NWL7_Q8NWL7_STAAW
da01139	pfam21_Q1UTH3_Q1UTH3_9MYCO	pfam21_Q3WF23_Q3WF23_9ACTO	up_Q6NJT6_Q6NJT6_CORDI
da01141	up_Q8NQH1_THIED_CORGL	up_Q8FTH8_THIED_COREF	up_Q8NQH1_THIED_CORGL
da01142	up_Q7MXH8_Q7MXH8_PORGI	up_Q7MXH8_Q7MXH8_PORGI	up_Q64TA9_Q64TA9_BACFR
da01143	up_Q3B3F2_Q3B3F2_PELLD	up_Q4HT74_Q4HT74_CAMUP	pfam21_Q44S99_Q44S99_CHLLI
da01144	up_Q8KDG2_Q8KDG2_CHLTE	up_Q8KDG2_Q8KDG2_CHLTE	up_Q8KDG2_Q8KDG2_CHLTE
da01145	pfam21_Q3GH24_Q3GH24_CHLVI	up_Q8A015_LPXZ_BACTN	pfam21_Q4APQ4_Q4APQ4_9CHLB
da01146	up_Q2VB24_Q2VB24_9TELE	up_Q6DQX7_Q6DQX7_OREMO	up_Q2VB22_Q2VB22_PETMA
da01147	pfam21_Q4PPC3_Q4PPC3_MOUSE	pfam21_Q4PPC3_Q4PPC3_MOUSE	up_Q9JJI7_Q9JJI7_RAT
da01149	up_Q62043_Q62043_MOUSE	up_Q62043_Q62043_MOUSE	up_Q8AXQ6_Q8AXQ6_PAGMA
da01151	up_Q6P7D7_Q6P7D7_RAT	up_Q920K3_Q920K3_RAT	up_Q920K3_Q920K3_RAT
da01152	up_Q9DBI0_TMPS6_MOUSE	pfam21_Q9DBI0_TMPS6_MOUSE	up_Q9DBI0_TMPS6_MOUSE
da01160	up_Q6DID9_Q6DID9_XENTR	up_Q9DFJ5_Q9DFJ5_GILSE	up_Q6DID9_Q6DID9_XENTR
da01161	up_Q6NUY7_Q6NUY7_DANRE	up_Q90WB3_Q90WB3_DANRE	up_Q7SZR3_Q7SZR3_DANRE
da01163	up_Q9YGM0_Q9YGM0_CHICK	up_Q4RHS4_Q4RHS4_TETNG	up_Q9YGM0_Q9YGM0_CHICK
da01164	up_Q8IYQ7_THNS1_HUMAN	up_Q5ZIX9_Q5ZIX9_CHICK	up_Q8IYQ7_THNS1_HUMAN
da01165	up_Q673T0_Q673T0_9EURY	up_Q673T0_Q673T0_9EURY	up_Q8IYD8_FANCM_HUMAN
da01166	pfam21_Q8IS20_Q8IS20_DICDI	pfam21_Q8IS20_Q8IS20_DICDI	pfam21_Q8IS20_Q8IS20_DICDI
da01167	pfam21_Q54H48_Q54H48_DICDI	pfam21_Q8IS19_Q8IS19_DICDI	up_Q54L90_Q54L90_DICDI
da01168	pfam21_Q8IS17_Q8IS17_DICDI	pfam21_Q8IS17_Q8IS17_DICDI	pfam21_Q8IS17_Q8IS17_DICDI
da01169	pfam21_Q54GB4_Q54GB4_DICDI	pfam21_Q8IS11_Q8IS11_DICDI	pfam21_Q8IS11_Q8IS11_DICDI
da01170	pfam21_Q8IS10_Q8IS10_DICDI	pfam21_Q8IS10_Q8IS10_DICDI	pfam21_Q8IS10_Q8IS10_DICDI
da01172	up_Q4MYQ3_Q4MYQ3_THEPA	up_Q4UB07_Q4UB07_THEAN	up_Q8IJW3_Q8IJW3_PLAF7
da01175	pfam21_Q4LM64_Q4LM64_9BURK	up_Q3SU88_Q3SU88_NITWN	up_Q8GQ83_Q8GQ83_PSEAE
da01176	up_Q1PK48_Q1PK48_PROMA	up_Q63AZ2_Q63AZ2_BACCZ	up_Q2CIJ1_Q2CIJ1_9RHOB
da01177	up_Q4T910_Q4T910_TETNG	up_Q4PKE8_Q4PKE8_9BACT	up_Q4T910_Q4T910_TETNG
da01184	up_Q8FGF1_Q8FGF1_ECOL6	up_Q8FGF1_Q8FGF1_ECOL6	up_Q6F8U8_Q6F8U8_ACIAD
da01187	up_Q8FGB9_Q8FGB9_ECOL6	up_Q8FGB9_Q8FGB9_ECOL6	up_Q8FGB9_Q8FGB9_ECOL6
da01188	up_Q68CH6_Q68CH6_STRCZ	up_Q68CH6_Q68CH6_STRCZ	up_Q4P708_Q4P708_USTMA
da01189	up_Q72WB3_Q72WB3_LEPIC	up_Q73RD4_Q73RD4_TREDE	up_Q8FA10_Q8FA10_LEPIN
da01190	up_Q6MLA8_Q6MLA8_BDEBA	up_Q6MLA8_Q6MLA8_BDEBA	up_Q2S201_Q2S201_SALRD
da01191	up_Q72PG5_Q72PG5_LEPIC	up_Q8F6W6_Q8F6W6_LEPIN	up_Q8F6W6_Q8F6W6_LEPIN
da01192	up_Q1NTS1_Q1NTS1_9DELT	up_Q4C791_Q4C791_CROWT	up_Q3AZQ1_Q3AZQ1_SYNS9
da01194	up_Q72MW7_Q72MW7_LEPIC	up_Q8EZL0_Q8EZL0_LEPIN	up_Q8EZL0_Q8EZL0_LEPIN
da01195	up_Q8EXU0_Q8EXU0_LEPIN	up_Q75FT7_Q75FT7_LEPIC	up_Q8EXU0_Q8EXU0_LEPIN
da01196	up_Q74MN5_Q74MN5_NANEQ	up_Q74MN5_Q74MN5_NANEQ	up_Q8EWJ2_GATB_MYCPE
da01197	up_Q1Z4J2_Q1Z4J2_PHOPR	pfam21_Q3QIJ6_Q3QIJ6_9GAMM	up_Q3JGF9_Q3JGF9_BURP1
da01198	up_Q8EIH2_Q8EIH2_SHEON	up_Q8EIH2_Q8EIH2_SHEON	pfam21_Q2EN91_Q2EN91_9GAMM
da01199	pfam21_Q3NMI2_Q3NMI2_SHEFR	pfam21_Q3NMI2_Q3NMI2_SHEFR	up_Q8EH63_Q8EH63_SHEON
da01200	pfam21_Q3XPI4_Q3XPI4_9PROT	up_Q8EAL2_Q8EAL2_SHEON	pfam21_Q3XPI4_Q3XPI4_9PROT
da01201	pfam21_Q3X1R6_Q3X1R6_9ACTN	up_Q8E9C0_Q8E9C0_SHEON	pfam21_Q3X1R6_Q3X1R6_9ACTN
da01202	up_Q489A9_Q489A9_COLP3	up_Q8E929_Q8E929_SHEON	up_Q489A9_Q489A9_COLP3
da01203	up_Q8DTJ4_Q8DTJ4_STRMU	up_Q84FK8_Q84FK8_ENTAG	pfam21_Q2WKU6_Q2WKU6_CLOBE
da01204	up_Q1NJ45_Q1NJ45_9DELT	up_Q8DC34_Q8DC34_VIBVU	pfam21_Q7R3W6_Q7R3W6_GIALA
da01205	up_Q7MEC3_Q7MEC3_VIBVY	up_Q7MEC3_Q7MEC3_VIBVY	up_Q8D7B7_Q8D7B7_VIBVU
da01206	up_Q7MCU0_Q7MCU0_VIBVY	up_Q7MCU0_Q7MCU0_VIBVY	up_Q8D5S4_Q8D5S4_VIBVU
da01207	up_Q8CZU0_Q8CZU0_YERPE	up_Q8CZU0_Q8CZU0_YERPE	pfam21_Q3FI48_Q3FI48_9BURK
da01208	up_Q6A8E0_Q6A8E0_PROAC	pfam21_Q4NC79_Q4NC79_9MICC	pfam21_Q3GWP7_Q3GWP7_9ACTO
da01209	up_Q7QHY0_Q7QHY0_ANOGA	pfam21_Q5ZQQ8_Q5ZQQ8_DICDI	up_Q7QHY0_Q7QHY0_ANOGA
da01211	up_Q2PYR2_Q2PYR2_UMBRA	up_Q2PYT1_Q2PYT1_9FUNG	up_Q8C2X2_Q8C2X2_MOUSE
da01213	up_Q8BWN9_Q8BWN9_MOUSE	up_Q505K6_Q505K6_MOUSE	up_Q8BWS8_Q8BWS8_MOUSE
da01215	pfam21_Q3V401_Q3V401_MOUSE	up_Q4RFS2_Q4RFS2_TETNG	pfam21_Q8BQP6_Q8BQP6_MOUSE
da01216	up_Q7ZZ22_Q7ZZ22_DANRE	up_Q7ZZ22_Q7ZZ22_DANRE	up_Q8BP54_Q8BP54_MOUSE
da01219	up_Q8AAK7_Q8AAK7_BACTN	up_Q84IE0_Q84IE0_BACFR	up_Q8AAK7_Q8AAK7_BACTN
da01220	up_Q5L7F7_Q5L7F7_BACFN	pfam21_Q1XWT4_Q1XWT4_CYTJO	pfam21_Q43QY0_Q43QY0_SOLUS
da01221	pfam21_Q4AHT0_Q4AHT0_9CHLB	pfam21_Q4AHT0_Q4AHT0_9CHLB	up_Q5LHV8_Q5LHV8_BACFN
da01222	up_Q8A430_Q8A430_BACTN	up_Q1PYR0_Q1PYR0_9BACT	up_Q8A430_Q8A430_BACTN
da01224	up_Q64ZI8_Q64ZI8_BACFR	up_Q8A192_Q8A192_BACTN	up_Q64ZI8_Q64ZI8_BACFR
da01225	up_Q5LH26_Q5LH26_BACFN	up_Q8A0C0_Q8A0C0_BACTN	up_Q5LH26_Q5LH26_BACFN
da01228	up_Q2J1Q8_Q2J1Q8_RHOP2	up_Q89XF5_Q89XF5_BRAJA	pfam21_Q37CY1_Q37CY1_RHOPA
da01230	up_Q5LL22_Q5LL22_SILPO	up_Q5LL22_Q5LL22_SILPO	up_Q89T12_Q89T12_BRAJA
da01231	up_Q7M8J2_Q7M8J2_WOLSU	up_Q7M8J2_Q7M8J2_WOLSU	up_Q2BPD5_Q2BPD5_9GAMM
da01232	pfam21_Q35BE1_Q35BE1_9BRAD	up_Q89PW1_Q89PW1_BRAJA	pfam21_Q35BE1_Q35BE1_9BRAD
da01233	pfam21_Q35K89_Q35K89_9BRAD	up_Q89LS7_Q89LS7_BRAJA	pfam21_Q35K89_Q35K89_9BRAD
da01234	up_Q89KX9_Q89KX9_BRAJA	up_Q3SKZ7_Q3SKZ7_THIDA	up_Q89KX9_Q89KX9_BRAJA
da01235	up_Q89J62_Q89J62_BRAJA	up_Q6N2X8_Q6N2X8_RHOPA	up_Q89J62_Q89J62_BRAJA
da01237	up_Q89HL9_Q89HL9_BRAJA	up_Q89HL9_Q89HL9_BRAJA	pfam21_Q3VB93_Q3VB93_9SPHN
da01239	up_Q896J5_Q896J5_CLOTE	up_Q899C4_Q899C4_CLOTE	up_Q896J5_Q896J5_CLOTE
da01243	up_Q30QV9_DNLJ_SULDN	up_Q30QV9_DNLJ_SULDN	up_Q1PX65_Q1PX65_9BACT
da01246	pfam21_Q4J304_Q4J304_AZOVI	up_Q88JX5_Q88JX5_PSEPK	up_Q39LQ0_Q39LQ0_BURS3
da01248	up_Q88JK8_Q88JK8_PSEPK	pfam21_Q2XKT7_Q2XKT7_PSEPU	up_Q88JK8_Q88JK8_PSEPK
da01251	up_Q4ZST8_Q4ZST8_PSEU2	up_Q4ZST8_Q4ZST8_PSEU2	up_Q48J16_Q48J16_PSE14
da01252	up_Q2W917_Q2W917_MAGSA	pfam21_Q36J10_Q36J10_MARHY	up_Q2W917_Q2W917_MAGSA
da01254	up_Q1ZJZ0_Q1ZJZ0_PHOAS	up_Q3AEL6_Q3AEL6_CARHZ	up_Q1ZJZ0_Q1ZJZ0_PHOAS
da01256	up_Q3YMA1_Q3YMA1_9AGAR	up_Q5QIJ2_Q5QIJ2_9ROSI	up_Q27S80_Q27S80_9AGAR
da01257	up_Q2U702_Q2U702_ASPOR	up_Q2GRC9_Q2GRC9_CHAGB	pfam21_Q4IGB1_Q4IGB1_GIBZE
da01259	up_Q5TAH2_S9A11_HUMAN	pfam21_Q86UF3_Q86UF3_HUMAN	pfam21_Q6ZRP4_Q6ZRP4_HUMAN
da01260	up_Q6XPW2_Q6XPW2_DROBU	up_Q86PG6_Q86PG6_9MUSC	up_Q4RMT5_Q4RMT5_TETNG
da01262	up_Q86NE1_Q86NE1_CAEEL	up_Q86NE1_Q86NE1_CAEEL	pfam21_Q60W85_Q60W85_CAEBR
da01266	pfam21_Q556D3_Q556D3_DICDI	pfam21_Q86IU8_Q86IU8_DICDI	pfam21_Q86IU8_Q86IU8_DICDI
da01268	pfam21_Q86G47_Q86G47_DICDI	pfam21_Q86G47_Q86G47_DICDI	pfam21_Q86G47_Q86G47_DICDI
da01269	up_Q86BT9_Q86BT9_GIALA	up_Q6NR40_Q6NR40_DROME	up_Q86BT9_Q86BT9_GIALA
da01272	up_Q54H95_Q54H95_DICDI	up_Q54H95_Q54H95_DICDI	pfam21_Q869N0_Q869N0_DICDI
da01289	up_Q83I90_Q83I90_TROW8	up_Q83I90_Q83I90_TROW8	up_Q83FV9_Q83FV9_TROWT
da01290	up_Q83F92_Q83F92_COXBU	up_Q5WY81_Q5WY81_LEGPL	pfam21_Q2DNW8_Q2DNW8_9DELT
da01291	up_Q5XVM9_Q5XVM9_ENTFA	pfam21_Q2BTB9_Q2BTB9_LACRE	up_Q836S5_Q836S5_ENTFA
da01293	up_Q82V60_Q82V60_NITEU	up_Q2Y722_Q2Y722_NITMU	up_Q82V60_Q82V60_NITEU
da01298	up_Q6HXK7_Q6HXK7_BACAN	up_Q736K4_Q736K4_BACC1	up_Q6HXK7_Q6HXK7_BACAN
da01299	up_Q3EM78_Q3EM78_BACTI	up_Q81DY9_Q81DY9_BACCR	pfam21_Q2ALR2_Q2ALR2_9BACI
da01300	pfam21_Q7PUY1_Q7PUY1_ANOGA	up_Q4H2L4_Q4H2L4_CIOIN	pfam21_Q7PUY1_Q7PUY1_ANOGA
da01301	up_Q6U2L7_Q6U2L7_HUMAN	up_Q804B4_Q804B4_NOTVI	up_Q6XZB7_Q6XZB7_ONCMY
da01303	up_Q4EMH3_Q4EMH3_LISMO	up_Q7ZZU2_Q7ZZU2_OREMO	up_Q4EMH3_Q4EMH3_LISMO
da01307	up_Q54LF0_Q54LF0_DICDI	up_Q54LF0_Q54LF0_DICDI	up_Q5ATD0_Q5ATD0_EMENI
da01308	up_Q2H7I1_Q2H7I1_CHAGB	pfam21_Q7SBP2_Q7SBP2_NEUCR	up_Q2H7I1_Q2H7I1_CHAGB
da01309	pfam21_Q7S9M8_Q7S9M8_NEUCR	pfam21_Q7S9M8_Q7S9M8_NEUCR	pfam21_Q4ICF8_Q4ICF8_GIBZE
da01310	pfam21_Q4IGP2_Q4IGP2_GIBZE	pfam21_Q4IGP2_Q4IGP2_GIBZE	up_Q7S9A7_Q7S9A7_NEUCR
da01315	up_Q7S0T1_Q7S0T1_NEUCR	up_Q2GPG7_Q2GPG7_CHAGB	up_Q2GWX4_Q2GWX4_CHAGB
da01316	up_Q5ASA5_SET2_EMENI	up_Q2H988_SET2_CHAGB	up_Q4IB50_SET2_GIBZE
da01322	up_Q5CZG9_Q5CZG9_PARTE	up_Q5CZH0_Q5CZH0_PARTE	pfam21_Q23BA0_Q23BA0_TETTH
da01328	pfam21_Q22QK8_Q22QK8_TETTH	pfam21_Q50U97_Q50U97_ENTHI	pfam21_Q22QK8_Q22QK8_TETTH
da01329	up_Q7QGN3_Q7QGN3_ANOGA	pfam21_Q7QGN2_Q7QGN2_ANOGA	up_Q4RP15_Q4RP15_TETNG
da01332	up_Q6V695_Q6V695_DROSI	pfam21_Q7PJ94_Q7PJ94_ANOGA	pfam21_Q7Q4F0_Q7Q4F0_ANOGA
da01337	pfam21_Q5VT55_Q5VT55_HUMAN	up_Q4T6N0_Q4T6N0_TETNG	pfam21_Q7PR32_Q7PR32_ANOGA
da01338	pfam21_Q6IE36_Q6IE36_HUMAN	pfam21_Q7PMK4_Q7PMK4_ANOGA	pfam21_Q441Q7_Q441Q7_SOLUS
da01339	up_Q64E48_Q64E48_9ARCH	pfam21_Q2AK12_Q2AK12_9BACI	up_Q3E7D4_Q3E7D4_ARATH
da01350	pfam21_Q3HFP5_Q3HFP5_TRIER	up_Q7WWV9_Q7WWV9_RALEH	pfam21_Q3HFP5_Q3HFP5_TRIER
da01353	pfam21_Q3WS59_Q3WS59_9RHIZ	up_Q7P2E5_Q7P2E5_FUSNV	pfam21_Q3WS59_Q3WS59_9RHIZ
da01356	up_Q46JJ0_Q46JJ0_PROMT	up_Q7U5T5_Q7U5T5_SYNPX	up_Q7V8J0_Q7V8J0_PROMM
da01358	up_Q7UJQ5_Q7UJQ5_RHOBA	up_Q7UJQ5_Q7UJQ5_RHOBA	up_Q7UYG2_Q7UYG2_RHOBA
da01362	up_Q1LDM0_Q1LDM0_RALME	up_Q1LM25_Q1LM25_RALME	up_Q22G10_Q22G10_TETTH
da01368	up_Q1Q357_Q1Q357_9BACT	up_Q1Q357_Q1Q357_9BACT	up_Q7UK31_Q7UK31_RHOBA
da01373	up_Q7U9A2_Q7U9A2_SYNPX	up_Q7U9A2_Q7U9A2_SYNPX	up_Q1QLE7_Q1QLE7_NITHX
da01377	up_Q1MX64_Q1MX64_9ACTO	up_Q7NJ91_Q7NJ91_GLOVI	up_Q1MX64_Q1MX64_9ACTO
da01379	up_Q2JEI1_Q2JEI1_FRASC	up_Q7NDL0_Q7NDL0_GLOVI	up_Q2JEI1_Q2JEI1_FRASC
da01382	up_Q5ZPB0_Q5ZPB0_9DELT	up_Q5ZPB0_Q5ZPB0_9DELT	up_Q7N849_Q7N849_PHOLL
da01396	pfam21_Q7M6Y7_Q7M6Y7_MOUSE	up_Q7M6Y8_Q7M6Y8_RAT	pfam21_Q7M6Y7_Q7M6Y7_MOUSE
da01399	up_Q6R574_Q6R574_9HYPO	up_Q6R574_Q6R574_9HYPO	up_Q56PC9_Q56PC9_TRIVE
da01407	up_Q5C8C8_Q5C8C8_9PEZI	up_Q5C8C8_Q5C8C8_9PEZI	up_Q6RYI7_Q6RYI7_9LECA
da01408	up_Q5B2F7_Q5B2F7_EMENI	up_Q6S014_Q6S014_EMENI	up_Q6S014_Q6S014_EMENI
da01411	pfam21_Q6C3G1_Q6C3G1_YARLI	pfam21_Q6C3G1_Q6C3G1_YARLI	up_Q6FJK7_Q6FJK7_CANGA
