#GI	Number_of_domains	Repeated_domain?	Embedded_domain(s)?
up_P25774_CATS_HUMAN	2	0	0
up_Q02765_CATS_RAT	2	0	0
up_Q9TST1_CATW_FELCA	2	0	0
pfam21_P56202_CATW_HUMAN	2	0	0
up_P56203_CATW_MOUSE	2	0	0
up_P29946_CBIA_SALTY	2	0	0
up_Q05597_CBIP_SALTY	2	0	0
pfam21_P35520_CBS_HUMAN	2	0	0
pfam21_P43069_CDC25_CANAL	3	0	0
up_Q02342_CDC25_SACKL	2	0	0
up_P04821_CDC25_YEAST	3	0	0
up_Q45754_C12AA_BACTU	2	0	0
up_P91645_CAC1A_DROME	5	1	0
up_O00555_CAC1A_HUMAN	5	1	0
pfam21_P97445_CAC1A_MOUSE	5	1	0
up_P27884_CAC1A_RABIT	5	1	0
up_P54282_CAC1A_RAT	5	1	0
up_Q00975_CAC1B_HUMAN	4	1	0
up_O55017_CAC1B_MOUSE	4	1	0
up_Q02294_CAC1B_RAT	4	1	0
up_Q01815_CAC1C_MOUSE	5	1	0
up_P15381_CAC1C_RABIT	5	1	0
up_O73700_CAC1D_CHICK	5	1	0
up_Q24270_CAC1D_DROME	5	1	0
up_Q99244_CAC1D_MESAU	4	1	0
up_P27732_CAC1D_RAT	5	1	0
up_P56699_CAC1E_DISOM	5	1	0
pfam21_O60840_CAC1F_HUMAN	5	1	0
up_O43497_CAC1G_HUMAN	4	1	0
up_O54898_CAC1G_RAT	4	1	0
up_O88427_CAC1H_MOUSE	4	1	0
up_Q9EQ60_CAC1H_RAT	4	1	0
up_Q9P0X4_CAC1I_HUMAN	4	1	0
up_Q25452_CAC1M_MUSDO	5	1	0
up_P22316_CAC1S_CYPCA	5	1	0
pfam21_Q13698_CAC1S_HUMAN	5	1	0
up_P07293_CAC1S_RABIT	5	1	0
up_P50077_CCH1_YEAST	4	1	0
up_P08575_CD45_HUMAN	4	1	0
up_P06800_CD45_MOUSE	2	1	0
pfam21_P04157_CD45_RAT	4	1	0
up_Q45755_C13AA_BACTU	3	0	0
up_Q45710_C14AA_BACTS	3	0	0
up_Q00553_CFTR_MACMU	4	1	0
up_Q00555_CFTR_SHEEP	4	1	0
up_P26362_CFTR_SQUAC	4	1	0
up_Q45882_C16AA_CLOBI	3	0	0
up_P43478_CGKA_ALTCA	2	0	0
up_O05102_C17AA_CLOBI	3	0	0
up_Q39799_CHI1_GOSHI	2	0	0
up_P11955_CHI1_HORVU	2	0	0
up_P24626_CHI3_ORYSJ	2	0	0
up_P52403_CHI1_SOLTU	2	0	0
up_Q41596_CHI1_THECC	2	0	0
up_P08252_CHI1_TOBAC	2	0	0
up_Q09023_CHI2_BRANA	2	0	0
up_Q39785_CHI2_GOSHI	2	0	0
pfam21_P25765_CHI2_ORYSA	2	0	0
up_P21226_CHI2_PEA	2	0	0
up_P52404_CHI2_SOLTU	2	0	0
up_P24091_CHI2_TOBAC	2	0	0
up_P52405_CHI3_SOLTU	2	0	0
up_P29059_CHI3_TOBAC	2	0	0
up_Q06209_CHI4_BRANA	2	0	0
up_P27054_CHI4_PHAVU	2	0	0
up_P52406_CHI4_SOLTU	2	0	0
up_P36361_CHI5_PHAVU	2	0	0
up_P16579_CHI6_POPTR	2	0	0
up_P16061_CHI8_POPTR	2	0	0
up_P29022_CHIA_MAIZE	2	0	0
up_P29023_CHIB_MAIZE	2	0	0
up_P29031_CHIB_POPTR	2	0	0
up_P51613_CHIB_VITVI	2	0	0
up_Q05538_CHIC_SOLLC	2	0	0
up_P29032_CHIC_POPTR	2	0	0
up_P42820_CHIP_BETVU	2	0	0
up_P19171_CHIB_ARATH	2	0	0
up_P80052_CHIT_DIOJA	2	0	0
up_P06215_CHIT_PHAVU	2	0	0
up_P05315_CHIT_SOLTU	2	0	0
up_P36907_CHIX_PEA	2	0	0
up_P00794_CHYM_BOVIN	2	0	0
up_Q9N2D2_CHYM_CALJA	2	0	0
up_P18276_CHYM_SHEEP	2	0	0
up_Q45358_C18AA_PAEPP	3	0	0
up_P57091_C18BA_PAEPP	3	0	0
up_P57092_C18CA_PAEPP	3	0	0
pfam21_P35522_CICH_TORCA	2	0	0
up_P21564_CICH_TORMA	2	0	0
pfam21_P51800_CLCKA_HUMAN	2	0	0
up_P51803_CLCKA_RABIT	2	0	0
up_Q06393_CLCKA_RAT	2	0	0
pfam21_P51801_CLCKB_HUMAN	2	0	0
up_P51804_CLCKB_RABIT	2	0	0
up_P51802_CLCKB_RAT	2	0	0
pfam21_Q09470_KCNA1_HUMAN	2	0	0
up_P16388_KCNA1_MOUSE	2	0	0
up_P10499_KCNA1_RAT	2	0	0
up_P16389_KCNA2_HUMAN	2	0	0
up_P22739_KCNA2_XENLA	2	0	0
pfam21_P16390_KCNA3_MOUSE	2	0	0
up_P15384_KCNA3_RAT	2	0	0
up_Q05037_KCNA4_BOVIN	3	0	0
up_P22459_KCNA4_HUMAN	3	0	0
up_Q61423_KCNA4_MOUSE	3	0	0
up_Q28527_KCNA4_MUSPF	3	0	0
up_Q61762_KCNA5_MOUSE	2	0	0
up_P17658_KCNA6_HUMAN	2	0	0
up_P17659_KCNA6_RAT	2	0	0
up_P17970_KCNAB_DROME	2	0	0
up_Q02280_KCNAE_DROME	2	0	0
up_Q03721_KCNC4_HUMAN	2	0	0
up_Q63734_KCNC4_RAT	2	0	0
up_P17971_KCNAL_DROME	2	0	0
up_Q8TJJ1_CIMA_METAC	2	0	0
up_Q58787_CIMA_METJA	2	0	0
up_Q8TYB1_CIMA_METKA	2	0	0
up_P58966_CIMA_METMA	2	0	0
up_O26819_CIMA_METTH	2	0	0
up_P35498_SCN1A_HUMAN	6	1	0
up_P04775_SCN2A_RAT	6	1	0
up_Q9NY46_SCN3A_HUMAN	6	1	0
up_P08104_SCN3A_RAT	6	1	0
up_P35499_SCN4A_HUMAN	6	1	0
up_P15389_SCN5A_RAT	6	1	0
up_Q01118_SCN7A_HUMAN	5	1	0
pfam21_P35500_SCNA_DROME	5	1	0
up_P02719_SCNA_ELEEL	6	1	0
up_P51787_KCNQ1_HUMAN	2	0	0
up_Q9Z0N7_KCNQ1_RAT	2	0	0
up_O73925_KCNQ1_SQUAC	2	0	0
up_Q9Z351_KCNQ2_MOUSE	2	0	0
up_P58126_KCNQ3_BOVIN	2	0	0
up_O88944_KCNQ3_RAT	2	0	0
pfam21_Q9JK45_KCNQ5_MOUSE	2	0	0
up_O32307_C19AA_BACTJ	3	0	0
up_O86170_C19BA_BACUH	3	0	0
up_O32321_C20AA_BACUF	3	0	0
up_P56956_C21AA_BACTU	2	0	0
pfam21_P35523_CLCN1_HUMAN	2	0	0
up_Q64347_CLCN1_MOUSE	2	0	0
up_P35524_CLCN1_RAT	2	0	0
up_Q9WU45_CLCN2_CAVPO	2	0	0
up_P51788_CLCN2_HUMAN	2	0	0
up_Q9R0A1_CLCN2_MOUSE	2	0	0
up_P51789_CLCN2_RABIT	2	0	0
up_P35525_CLCN2_RAT	2	0	0
up_Q9R279_CLCN3_CAVPO	2	0	0
pfam21_P51790_CLCN3_HUMAN	2	0	0
pfam21_P51791_CLCN3_MOUSE	2	0	0
pfam21_P51792_CLCN3_RAT	2	0	0
up_P51793_CLCN4_HUMAN	2	0	0
up_Q61418_CLCN4_MOUSE	2	0	0
up_P51794_CLCN4_RAT	2	0	0
up_P51795_CLCN5_HUMAN	2	0	0
up_Q9WVD4_CLCN5_MOUSE	2	0	0
up_P51796_CLCN5_RAT	2	0	0
up_P51797_CLCN6_HUMAN	2	0	0
up_O35454_CLCN6_MOUSE	2	0	0
up_P51798_CLCN7_HUMAN	2	0	0
up_O70496_CLCN7_MOUSE	2	0	0
up_P51799_CLCN7_RAT	2	0	0
up_P11451_CLCA_PSEPU	2	0	0
up_O67987_CLCA_RHOOP	2	0	0
up_O60016_CLR4_SCHPO	3	0	0
up_Q51983_HOA2_PSEP1	2	0	0
up_Q28279_CNGA1_CANFA	2	0	0
up_Q90805_CNG1_CHICK	2	0	0
pfam21_P29973_CNGA1_HUMAN	2	0	0
up_P29974_CNGA1_MOUSE	2	0	0
up_Q62927_CNGA1_RAT	2	0	0
up_Q03041_CNGA2_BOVIN	2	0	0
up_Q62398_CNGA2_MOUSE	2	0	0
up_Q28718_CNGA2_RABIT	2	0	0
pfam21_Q00195_CNGA2_RAT	2	0	0
up_Q29441_CNGA3_BOVIN	2	0	0
up_Q90980_CNG3_CHICK	2	0	0
up_Q16281_CNGA3_HUMAN	2	0	0
up_Q9JJZ8_CNGA3_MOUSE	2	0	0
up_Q28181_CNGB1_BOVIN	2	0	0
pfam21_Q14028_CNGB1_HUMAN	2	0	0
up_Q64359_CNGA4_RAT	2	0	0
up_Q03611_CNG_CAEEL	2	0	0
up_Q24278_CNG_DROME	2	0	0
up_P55934_CNG_ICTPU	2	0	0
pfam21_P37974_CNRC_RALME	2	1	0
up_P12387_CO3_CAVPO	7	0	0
up_P98094_CO3_EPTBU	7	0	0
pfam21_P01024_CO3_HUMAN	7	0	0
up_Q00685_CO3_LAMJA	7	0	0
up_P01027_CO3_MOUSE	7	0	0
up_Q01833_CO3_NAJNA	7	0	0
up_P98093_CO3_ONCMY	7	0	0
up_P12247_CO3_RABIT	3	0	0
up_P01026_CO3_RAT	7	0	0
up_P08649_CO4_RAT	7	0	0
pfam21_P01029_CO4_MOUSE	7	0	0
pfam21_P01031_CO5_HUMAN	7	0	0
up_P06684_CO5_MOUSE	7	0	0
up_Q9TTS3_ACACA_BOVIN	6	0	0
pfam21_Q13085_COA1_HUMAN	6	0	0
up_P11497_ACACA_RAT	6	0	0
up_Q28559_ACACA_SHEEP	6	0	0
pfam21_O00763_COA2_HUMAN	6	0	0
up_O87905_C24AA_BACTJ	3	0	0
up_P11029_ACAC_CHICK	6	0	0
up_P78820_ACAC_SCHPO	6	0	0
up_Q00955_ACAC_YEAST	6	0	0
up_O87698_COBB_BACME	2	0	0
pfam21_P21632_COBB_PSEDE	2	0	0
up_P73002_COBB_SYNY3	2	0	0
up_Q97BP4_COBB_THEVO	2	0	0
up_O29534_CBIH_ARCFU	2	0	0
up_O28931_COBQ_ARCFU	2	0	0
up_Q57908_COBQ_METJA	2	0	0
up_O26880_COBQ_METTH	2	0	0
pfam21_P29932_COBQ_PSEDE	2	0	0
up_Q52686_COBQ_RHOCA	2	0	0
up_Q55860_COBQ_SYNY3	2	0	0
up_Q9HLZ8_COBQ_THEAC	2	0	0
pfam21_P29937_COBW_PSEDE	2	0	0
up_Q9L9D7_COCE_RHOSM	2	0	0
up_P39776_XERC_BACSU	2	0	0
up_O87906_C25AA_BACTJ	3	0	0
up_P58572_CPHA_ANASP	3	1	1
up_O86109_CPHA_ANAVT	3	1	1
up_Q9KGY4_CPHA_CYAA5	3	0	0
up_P56947_CPHA_SYNY8	3	1	1
up_Q01957_CPP1_ENTHI	2	0	0
up_Q01958_CPP2_ENTHI	2	0	0
up_Q06964_CPP3_ENTHI	2	0	0
up_Q91293_CPSM_RANCA	8	1	0
up_P07756_CPSM_RAT	8	1	0
up_Q02929_CPS_CLOTH	2	0	0
up_Q9X597_C26AA_BACTF	3	0	0
up_Q9S597_C27AA_BACUH	3	0	0
pfam21_P48740_MASP1_HUMAN	5	1	0
up_P38488_CREA_PSEPU	2	0	0
up_P54107_CRIS1_HUMAN	2	0	0
up_O19010_CRIS3_HORSE	2	0	0
up_P54108_CRIS3_HUMAN	2	0	0
up_P79845_CRVP_TRIMU	2	0	0
up_Q43125_CRY1_ARATH	2	0	0
up_Q96524_CRY2_ARATH	2	0	0
up_Q9X682_C28AA_BACTF	3	0	0
up_P40714_CSCA_ECOLX	2	0	0
up_O60911_CATL2_HUMAN	2	0	0
up_P29349_CSW_DROME	3	1	0
pfam21_O33948_CATA1_ACILW	2	0	0
up_O33950_CATA2_ACILW	2	0	0
up_Q9NVD3_SETD4_HUMAN	2	0	0
up_P58467_SETD4_MOUSE	2	0	0
up_P29138_CUDP_METAN	2	0	0
up_P77211_CUSC_ECOLI	2	1	0
up_Q02114_CWLB_BACSU	4	1	0
up_Q06320_CWLC_BACSU	2	0	0
up_P37134_CWLM_BACLI	2	0	0
up_P19754_ADCY1_BOVIN	2	1	0
up_P32870_CYA1_DROME	3	1	0
up_Q08828_ADCY1_HUMAN	2	1	0
up_P19485_CYA1_RHIME	2	0	0
pfam21_Q08462_ADCY2_HUMAN	3	1	0
up_P26769_ADCY2_RAT	3	1	0
pfam21_O60266_ADCY3_HUMAN	2	1	0
up_P21932_ADCY3_RAT	2	1	0
up_P26770_ADCY4_RAT	3	1	0
up_P30803_ADCY5_CANFA	3	1	0
pfam21_O95622_ADCY5_HUMAN	3	1	0
up_P40144_ADCY5_RABIT	3	1	0
up_Q04400_ADCY5_RAT	3	1	0
up_P30804_ADCY6_CANFA	3	1	0
up_O43306_ADCY6_HUMAN	3	1	0
up_Q01341_ADCY6_MOUSE	3	1	0
up_Q03343_ADCY6_RAT	3	1	0
up_Q29450_ADCY7_BOVIN	3	1	0
up_P51828_ADCY7_HUMAN	3	1	0
up_P51829_ADCY7_MOUSE	3	1	0
up_P40145_ADCY8_HUMAN	3	1	0
up_P97490_ADCY8_MOUSE	3	1	0
up_P40146_ADCY8_RAT	3	1	0
up_Q9DGG6_ADCY9_CHICK	2	1	0
up_O60503_ADCY9_HUMAN	2	1	0
up_P51830_ADCY9_MOUSE	2	1	0
up_P98999_ADCY9_XENLA	2	1	0
up_P43524_CYAA_ANACY	2	0	0
pfam21_Q03100_CYAA_DICDI	2	1	0
up_Q01631_CYAA_NEUCR	18	1	0
up_Q01513_CYAA_PODAN	19	1	0
up_P23466_CYAA_SACKL	16	1	0
up_P14605_CYAA_SCHPO	14	1	0
pfam21_P49606_CYAA_USTMA	18	1	0
up_P08678_CYAA_YEAST	19	1	0
up_P18770_CYAB_BORPE	3	0	0
up_P40138_CYAB_STIAU	2	0	0
up_P11092_CYAE_BORPE	2	1	0
pfam21_Q03101_CYAG_DICDI	2	0	0
up_P51131_CYBC_BRAJA	3	0	0
up_P45081_CYDC_HAEIN	2	0	0
up_P16068_GCYB1_BOVIN	3	0	0
up_Q09435_GCY1_CAEEL	3	1	2
up_Q02153_GCYB1_HUMAN	3	0	0
up_P20595_GCYB1_RAT	3	0	0
up_P19687_GCYA1_BOVIN	2	0	0
up_P33402_GCYA2_HUMAN	3	0	0
pfam21_Q9WVI4_GCYA2_RAT	3	0	0
up_O19179_GUC2D_CANFA	3	1	1
up_Q02846_GUC2D_HUMAN	3	1	2
up_P52785_GUC2E_MOUSE	3	1	2
up_P51840_GUC2E_RAT	3	1	2
up_O02740_GUC2F_BOVIN	3	1	2
up_P51841_GUC2F_HUMAN	3	1	2
up_P51842_GUC2F_RAT	3	1	2
up_Q07093_GCYH_DROME	3	0	0
up_P11528_GCY_ARBPU	2	1	1
up_P51839_GUC2D_RAT	3	1	2
up_Q15438_CYH1_HUMAN	2	0	0
up_Q9QX11_CYH1_MOUSE	2	0	0
up_P97694_CYH1_RAT	2	0	0
up_Q99418_CYH2_HUMAN	2	0	0
up_O43739_CYH3_HUMAN	2	0	0
up_O08967_CYH3_MOUSE	2	0	0
up_P97696_CYH3_RAT	2	0	0
up_Q9UIA0_CYH4_HUMAN	2	0	0
pfam21_P04988_CYSP1_DICDI	2	0	0
up_P13277_CYSP1_HOMAM	2	0	0
up_P25249_CYSP1_HORVU	2	0	0
up_P35591_CYSP1_LEIPI	2	0	0
up_Q10716_CYSP1_MAIZE	2	0	0
pfam21_P04989_CYSP2_DICDI	2	0	0
up_P25782_CYSP2_HOMAM	2	0	0
up_P25250_CYSP2_HORVU	2	0	0
up_Q05094_CYSP2_LEIPI	2	0	0
up_Q10717_CYSP2_MAIZE	2	0	0
pfam21_Q23894_CYSP3_DICDI	2	0	0
up_P25784_CYSP3_HOMAM	2	0	0
up_Q40143_CYSP3_SOLLC	2	0	0
pfam21_P54640_CYSP5_DICDI	2	0	0
up_P20721_CYSPL_SOLLC	2	0	0
up_P43156_CYSP_HEMSP	2	0	0
up_P25804_CYSP_PEA	2	0	0
up_P25803_CYSEP_PHAVU	2	0	0
up_P25805_CYSP_PLAFA	2	0	0
up_P42666_CYSP_PLAVS	2	0	0
up_P46102_CYSP_PLAVN	2	0	0
up_P43157_CYSP_SCHJA	2	0	0
up_P25792_CYSP_SCHMA	2	0	0
up_P22497_CYSP_THEPA	2	0	0
up_P14658_CYSP_TRYBB	2	0	0
up_P25779_CYSP_TRYCR	2	0	0
up_P12412_CYSEP_VIGMU	2	0	0
pfam21_P13509_CZCC_RALME	2	1	0
up_O13902_DAK1_SCHPO	2	0	0
up_P54838_DAK1_YEAST	2	0	0
up_O74215_DAK2_SCHPO	2	0	0
up_P43550_DAK2_YEAST	2	0	0
pfam21_P45510_DHAK_CITFR	2	0	0
up_O60017_DAK_PICAN	2	0	0
up_O74192_DAK_PICPA	2	0	0
up_P24782_DBP2_SCHPO	2	0	0
up_P38719_DBP8_YEAST	2	0	0
up_P19914_DCMM_HYDPS	2	0	0
up_P19920_DCMM_OLICO	2	0	0
pfam21_P13187_DCOA_KLEPN	3	0	0
pfam21_Q03030_DCOA_SALTY	3	0	0
up_Q39761_DCS1_GOSAR	2	0	0
up_P93665_DCS1_GOSHI	2	0	0
up_Q39760_DCS2_GOSAR	2	0	0
up_Q43714_DCS3_GOSAR	2	0	0
up_O49853_DCS4_GOSAR	2	0	0
up_Q9NR30_DDX21_HUMAN	3	0	0
pfam21_Q8X9Y6_DDLB_ECO57	2	0	0
pfam21_P07862_DDLB_ECOLI	2	0	0
pfam21_Q8Z9G7_DDLB_SALTI	2	0	0
pfam21_Q8ZRU1_DDLB_SALTY	2	0	0
up_Q8UDN3_DDL_AGRT5	2	0	0
up_Q8YY71_DDL_ANASP	2	0	0
up_O66806_DDL_AQUAE	2	0	0
up_Q9KCF0_DDL_BACHD	2	0	0
up_P96612_DDL_BACSU	2	0	0
up_O51218_DDL_BORBU	2	0	0
up_O51927_DDL_BUCAP	2	0	0
up_Q9PPC2_DDL_CAMJE	2	0	0
up_Q9A5A9_DDL_CAUCR	2	0	0
up_Q9RXF1_DDL_DEIRA	2	0	0
up_Q47758_DDL_ENTFA	2	0	0
up_Q47823_DDL_ENTGA	2	0	0
up_Q47827_DDL_ENTHR	2	0	0
up_Q9ZLA5_DDL_HELPJ	2	0	0
up_P56191_DDL_HELPY	2	0	0
up_Q48745_DDL_LEUME	2	0	0
up_Q92DG5_DDL_LISIN	2	0	0
up_Q8Y8P1_DDL_LISMO	2	0	0
up_Q9CBS0_DDL_MYCLE	2	1	1
up_Q9ZGN0_DDL_MYCSM	2	0	0
up_P95114_DDL_MYCTU	2	0	0
up_P57819_DDL_PASMU	2	0	0
up_Q92IT7_DDL_RICCN	2	0	0
up_Q9ZDS6_DDL_RICPR	2	0	0
up_Q8NVH8_DDL_STAAW	2	0	0
up_Q9ZBR9_DDL_STRCO	2	0	0
up_P95803_DDL_STRMU	2	0	0
pfam21_O54631_DDL_STRPN	2	0	0
up_Q99Z34_DDL_STRP1	2	0	0
up_P73632_DDL_SYNY3	2	0	0
up_P46805_DDL_THEMA	2	0	0
up_O83676_DDL_TREPA	2	0	0
up_Q9KM17_DDL_VIBCH	2	0	0
up_Q9PF79_DDL_XYLFA	2	0	0
up_Q8ZIE7_DDL_YERPE	2	0	0
pfam21_P26196_DDX6_HUMAN	2	0	0
up_P54823_DDX6_MOUSE	2	0	0
up_O70133_DHX9_MOUSE	6	1	0
up_P57453_DEAD_BUCAI	3	0	0
up_Q9PL97_DEGP_CHLMU	3	1	0
up_P18584_DEGP_CHLTR	3	1	0
up_Q92JA1_DEGP_RICCN	2	0	0
up_P26982_DEGP_SALTY	3	1	0
up_P39099_DEGQ_ECOLI	3	1	0
up_O53366_TYPH_MYCTU	3	0	0
up_O51752_COABC_BORBU	2	0	0
up_P44953_COABC_HAEIN	2	0	0
up_Q58323_COABC_METJA	2	0	0
up_P73881_COABC_SYNY3	2	0	0
pfam21_P09788_DH4C_PSEPU	2	0	0
up_Q44151_DHAS_ACTPL	2	0	0
up_O67716_DHAS_AQUAE	2	0	0
up_O28766_DHAS_ARCFU	2	0	0
up_P96198_DHAS_AZOVI	2	0	0
up_Q04797_DHAS_BACSU	2	0	0
up_P41399_DHAS_BORPE	2	0	0
up_P57523_DHAS_BUCAI	2	0	0
up_Q59291_DHAS_CAMJE	2	0	0
up_P41400_DHAS_CORFL	2	0	0
up_P44801_DHAS_HAEIN	2	0	0
up_Q9ZK28_DHAS_HELPJ	2	0	0
up_O25801_DHAS_HELPY	2	0	0
up_O31219_DHAS_LEGPN	2	0	0
up_P41394_DHAS_LEPIN	2	0	0
up_Q57658_DHAS_METJA	2	0	0
up_O26890_DHAS_METTH	2	0	0
up_P41404_DHAS_MYCSM	2	0	0
up_P57008_DHAS_NEIMA	2	0	0
up_P30903_DHAS_NEIMB	2	0	0
up_P49420_DHAS_PROMA	2	0	0
up_Q51344_DHAS_PSEAE	2	0	0
up_Q9ZDL2_DHAS_RICPR	2	0	0
up_Q56732_DHAS_SHESP	2	0	0
up_Q56734_DHAS_SHEVI	2	0	0
up_Q53612_DHAS_STRAK	2	0	0
up_P10539_DHAS_STRMU	2	0	0
up_Q55512_DHAS_SYNY3	2	0	0
up_P23247_DHAS_VIBCH	2	0	0
up_Q60080_DHAS_VIBMI	2	0	0
up_P13663_DHAS_YEAST	2	0	0
up_P45743_DHBB_BACSU	2	0	0
pfam21_P45745_DHBF_BACSU	7	1	0
up_O04059_DHBK_SOLLC	2	0	0
pfam21_P18173_DHGL_DROME	2	1	3
pfam21_P18172_DHGL_DROPS	2	1	3
up_P19582_DHOM_BACSU	3	0	0
up_P08499_DHOM_CORGL	3	0	0
up_Q9ZL20_DHOM_HELPJ	3	0	0
up_P56429_DHOM_HELPY	3	0	0
up_Q9CGD8_DHOM_LACLA	3	0	0
up_P52985_DHOM_LACLC	3	0	0
up_P37143_DHOM_METGL	2	0	0
up_P46806_DHOM_MYCLE	3	0	0
up_P29365_DHOM_PSEAE	3	0	0
up_P52986_DHOM_SYNY3	3	0	0
up_P31116_DHOM_YEAST	2	0	0
up_P37144_DHON_METGL	3	0	0
pfam21_Q9UPY3_DICER_HUMAN	7	1	0
pfam21_Q8R418_DICER_MOUSE	7	1	0
up_P11959_DLDH1_BACST	2	0	0
up_Q12627_DLD1_KLULA	2	0	0
up_P32891_DLD1_YEAST	2	0	0
pfam21_P31052_DLDH2_PSEPU	2	0	0
up_P39976_DLD3_YEAST	2	0	0
pfam21_P52992_DLDH_RALEU	2	0	0
pfam21_O08749_DLDH_MOUSE	2	0	0
up_Q48806_DLPA_LEGPH	2	0	0
up_Q14565_DMC1_HUMAN	2	0	0
up_Q61880_DMC1_MOUSE	2	0	0
up_O66880_DNLJ_AQUAE	4	0	0
up_Q9KF37_DNLJ_BACHD	4	0	0
up_O87703_DNLJ_BACST	5	0	0
up_O31498_DNLJ_BACSU	5	0	0
up_O51502_DNLJ_BORBU	4	0	0
up_P57172_DNLJ_BUCAI	4	0	0
up_Q9PKP2_DNLJ_CHLMU	5	0	0
up_Q9Z934_DNLJ_CHLPN	5	0	0
up_O84148_DNLJ_CHLTR	5	0	0
up_P15042_DNLJ_ECOLI	5	0	0
pfam21_P43813_DNLJ_HAEIN	5	0	0
up_Q9ZLM1_DNLJ_HELPJ	4	0	0
up_O25336_DNLJ_HELPY	4	0	0
up_P47496_DNLJ_MYCGE	4	0	0
up_O33102_DNLJ_MYCLE	5	0	0
up_P78021_DNLJ_MYCPN	4	0	0
up_P49421_DNLJ_RHOMR	5	0	0
up_Q9ZCK9_DNLJ_RICPR	4	0	0
up_Q9Z585_DNLJ1_STRCO	4	0	0
up_P72588_DNLJ_SYNY3	5	0	0
up_Q9ZHI0_DNLJ_THEFI	4	0	0
up_Q9WXV5_DNLJ_THEMA	5	0	0
up_P49422_DNLJ_THESC	4	0	0
up_Q9ZFY8_DNLJ_THESK	4	0	0
up_P26996_DNLJ_THET8	4	0	0
up_O83642_DNLJ_TREPA	5	1	0
up_P28719_DNLJ_ZYMMO	4	0	0
up_P27414_DOCK_SULAC	2	0	0
up_O93745_DPOL1_AERPE	2	0	0
pfam21_Q59156_DPO1_ANATH	3	0	0
up_O67779_DPO1_AQUAE	2	0	0
up_Q04957_DPO1_BACCA	3	0	0
up_P52026_DPO1_BACST	3	0	0
up_O34996_DPO1_BACSU	3	0	0
up_O51498_DPO1_BORBU	4	0	0
up_O08307_DPO1_CHLAA	4	0	0
up_P52027_DPO1_DEIRA	4	0	0
pfam21_P00582_DPO1_ECOLI	4	0	0
up_P43741_DPO1_HAEIN	4	0	0
up_Q9ZJE9_DPO1_HELPJ	3	0	0
up_P56105_DPO1_HELPY	3	0	0
up_Q9CDS1_DPO1_LACLA	3	0	0
pfam21_O32801_DPO1_LACLC	3	0	0
up_P46835_DPO1_MYCLE	3	0	0
up_Q9S1G2_DPO1_RHILE	4	0	0
up_Q9RAA9_DPO1_RICFE	3	0	0
up_Q9RLB6_DPO1_RICHE	3	0	0
up_O05949_DPO1_RICPR	3	0	0
up_Q9F173_DPO1_SALTY	4	0	0
up_P95690_DPOL1_SULAC	2	0	0
up_O50607_DPOL1_SULOH	2	0	0
up_P26811_DPOL1_SULSO	2	0	0
up_Q55971_DPO1_SYNY3	4	0	0
up_P19821_DPO1_THEAQ	4	0	0
up_P80194_DPO1_THECA	4	0	0
up_O52225_DPO1_THEFI	4	0	0
up_P74933_DPO1_TREPA	4	0	0
pfam21_O93746_DPOL2_AERPE	2	0	0
pfam21_P21189_DPO2_ECOLI	2	0	0
up_O05706_DPOL3_SULSH	2	0	0
up_P95979_DPOL3_SULSO	2	0	0
up_P26019_DPOLA_DROME	3	0	0
up_P09884_DPOLA_HUMAN	3	0	0
up_O00874_DPOLA_LEIDO	2	0	0
up_P33609_DPOLA_MOUSE	3	0	0
up_O48653_DPOLA_ORYSJ	3	0	0
up_Q94636_DPOLA_OXYNO	3	0	0
up_Q27152_DPOLA_OXYTR	3	0	0
up_O89042_DPOLA_RAT	3	0	0
up_P28040_DPOA_SCHPO	3	0	0
up_P27727_DPOLA_TRYBB	2	0	0
up_P13382_DPOA_YEAST	3	0	0
up_Q9LVN7_DPOD1_ARATH	2	0	0
up_P28339_DPOD1_BOVIN	2	0	0
up_P90829_DPOD1_CAEEL	2	0	0
up_P54358_DPOD1_DROME	2	0	0
up_P28340_DPOD1_HUMAN	2	0	0
up_P97283_DPOD1_MESAU	2	0	0
up_P52431_DPOD1_MOUSE	2	0	0
up_Q9LRE6_DPOD1_ORYSJ	2	0	0
up_P30315_DPOD1_PLAFK	2	0	0
up_O54747_DPOD1_RAT	2	0	0
up_O48901_DPOD1_SOYBN	2	0	0
up_P15436_DPOD_YEAST	2	0	0
pfam21_Q07864_DPOE1_HUMAN	3	1	0
up_Q9WVF7_DPOE1_MOUSE	3	1	0
up_P87154_DPOE_SCHPO	3	1	0
up_P21951_DPOE_YEAST	3	1	0
up_P30313_DPO1F_THETH	4	0	0
up_O29753_DPOL_ARCFU	2	0	0
up_Q58295_DPOL_METJA	4	1	0
up_O27276_DPOL_METTH	2	0	0
up_P52025_DPOL_METVO	2	0	0
up_P77916_DPOL_PYRAB	2	0	0
up_O59610_DPOL_PYRHO	2	0	0
up_P77933_DPOL_PYRKO	2	0	0
up_Q51334_DPOL_PYRSD	2	0	0
up_P74918_DPOL_THEFM	3	1	0
up_Q9HH84_DPOL_THEG8	2	0	0
up_P56689_DPOL_THEGO	2	0	0
up_Q9HH05_DPOL_THEHY	2	0	0
up_P30317_DPOL_THELI	2	0	0
up_Q56366_DPOL_THES9	2	0	0
up_O33845_DPOL_THEAG	4	1	0
up_P52028_DPO1T_THET8	4	0	0
